City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
514,Caravelas,BR,80.6,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
516,Sinnamary,GF,79.18,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
518,Nampula,MZ,74.95,overcast clouds,-15.1165,39.2666,Ruby Backpackers
520,Buta,CD,83.17,overcast clouds,2.7858,24.73,HOTEL BISO NA BISO
522,Barwadih,IN,75.11,clear sky,23.8333,84.1167,Forest Rest House
524,Porbandar,IN,77.23,few clouds,21.6422,69.6093,Lords Inn Porbandar
525,Alofi,NU,78.84,light rain,-19.0595,-169.9187,Taloa Heights
535,Doha,QA,80.58,clear sky,25.2867,51.5333,Movenpick Hotel Doha
541,Tura,IN,70.05,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
544,Loa Janan,ID,74.37,overcast clouds,-0.583,117.095,Kost bu jono
548,Quatre Cocos,MU,78.91,broken clouds,-20.2078,57.7625,Sunrise Attitude Hotel
557,Laguna,US,79.97,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
559,Chillan,CL,74.37,clear sky,-36.6066,-72.1034,Hotel Rukalaf
561,Ambovombe,MG,74.77,clear sky,-25.1667,46.0833,RELAHARA
563,Marawi,PH,67.78,overcast clouds,7.9986,124.2928,Derogongan Residence
564,Asheville,US,67.46,clear sky,35.6009,-82.554,Four Points by Sheraton Asheville Downtown
566,Touros,BR,83.46,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
567,Angoche,MZ,78.62,clear sky,-16.2325,39.9086,Guest House HESADA
571,Amuntai,ID,74.52,broken clouds,-2.4177,115.2494,Hotel Balqis
573,Bac Lieu,VN,81.46,clear sky,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
574,Gadag,IN,78.4,broken clouds,15.4167,75.6167,Keshav Clarks Inn
575,Iralaya,HN,83.95,broken clouds,15.0,-83.2333,Iglesia morava renovada
576,Alice Town,BS,77.7,broken clouds,25.7167,-79.3,Bimini Big Game Club Resort & Marina
579,Lazaro Cardenas,MX,82.94,clear sky,17.9583,-102.2,HOTEL QUINTA ANTIGUA
580,Turbat,PK,82.38,clear sky,26.0023,63.044,Mubashar Quarters
581,Morgan City,US,71.6,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
587,Sao Joao Da Barra,BR,78.89,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
589,Curup,ID,67.28,overcast clouds,-3.4667,102.5333,Ayi The Costel
590,Pemangkat,ID,78.53,overcast clouds,1.1667,108.9667,Ramah Kost KITA
591,Maputo,MZ,80.22,broken clouds,-25.9653,32.5892,Pestana Rovuma
592,Djambala,CG,76.69,clear sky,-2.5447,14.7533,Hotel Ravin D'or
593,Calama,CL,75.04,clear sky,-22.4667,-68.9333,Park Hotel Calama
595,Pailon,BO,80.28,overcast clouds,-17.65,-62.75,Alojamiento pailon
596,Chipinge,ZW,66.85,few clouds,-20.1883,32.6236,Chipinge Breeze Lodge
600,Cumberland,US,70.57,overcast clouds,35.0502,-78.8664,American Eagle Inn
601,Chilca,PE,71.51,broken clouds,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
602,Dutse,NG,84.54,overcast clouds,11.7594,9.3392,Central Mosque Galamawa
604,Hays,US,72.27,clear sky,30.0502,-98.0336,Sinya on Lone Man Creek
607,Cangucu,BR,75.87,overcast clouds,-31.395,-52.6756,Tchê Parque
608,Upington,ZA,74.32,clear sky,-28.4478,21.2561,River Place Manor
609,General Roca,AR,71.76,clear sky,-39.0333,-67.5833,Hotel El Recreo
610,Ardakan,IR,73.08,clear sky,32.31,54.0175,Ardakan Hotel
613,Wanning,CN,77.11,clear sky,18.8003,110.3967,Paradise Hotel
614,Rafaela,AR,73.0,clear sky,-31.2503,-61.4867,Parra Hotel & Suites
615,Moussoro,TD,82.98,clear sky,13.6408,16.4901,Hôtel Salama
617,Lavumisa,SZ,73.8,broken clouds,-27.31,31.892,ROADSIDE B&B
624,Mecca,SA,66.58,few clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
625,Puri,IN,81.12,scattered clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
627,Buala,SB,79.11,light rain,-8.145,159.5921,Maringe Lagoon Lodge
629,Kalabo,ZM,66.38,light rain,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
631,Warri,NG,81.68,light rain,5.5167,5.75,BON Hotel Delta
632,Beira,MZ,75.83,clear sky,-19.8436,34.8389,Beira Terrace Hotel
634,Soyo,AO,81.27,clear sky,-6.1349,12.3689,Hotel Mpampa
635,Progreso,MX,71.11,overcast clouds,21.2833,-89.6667,Playa Linda Hotel
636,Paka,MY,78.39,clear sky,4.6374,103.4368,RUMBIA RESORT VILLA Paka Terengganu
637,Matara,LK,76.86,clear sky,5.9485,80.5353,Amaloh Boutique Resort
639,Kavaratti,IN,83.16,clear sky,10.5669,72.642,Hotels in Lakshadweep Islands
646,Galveston,US,71.06,clear sky,29.3669,-94.9669,Crystal Suites
648,Omboue,GA,78.84,moderate rain,-1.5746,9.2618,Hotel Olako
649,Cusco,PE,66.43,scattered clouds,-13.5183,-71.9781,"Monasterio, A Belmond Hotel, Cusco"
650,Umm Kaddadah,SD,73.24,overcast clouds,13.6017,26.6876,
651,Banda Aceh,ID,79.83,light rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
652,Galle,LK,79.5,clear sky,6.0367,80.217,Amangalla
655,Daru,PG,75.85,overcast clouds,-9.0763,143.2092,Daru Lodge
666,Pokhara,NP,68.05,few clouds,28.2333,83.9833,OYO 170 Hotel View Point
669,San Policarpo,PH,80.8,few clouds,12.1791,125.5072,Agapita M. Nicart
671,Sabang,ID,82.63,light rain,5.8933,95.3214,Hotel Citra
673,Mangrol,IN,77.32,broken clouds,21.1167,70.1167,Hotel The Royal Honours
674,High Rock,BS,77.99,scattered clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
680,Kieta,PG,79.57,light rain,-6.2167,155.6333,Uruna Bay Retreat
681,Iracoubo,GF,78.85,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
683,Moctezuma,MX,77.9,clear sky,29.8,-109.6667,Hotel Lobohombo
